split,image,label_file,cell_idx,class_id,x,y,w,h,Nuclear_Chromatin,Nuclear_Shape,Nucleus,Cytoplasm,Cytoplasmic_Basophilia,Cytoplasmic_Vacuoles
train,/l/users/roba.majzoub/LLD_organized/images/train/10_18_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_18_1000_ALL.txt,0,3,0.40700000524520874,0.5019999742507935,0.10499999672174454,0.15000000596046448,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_1_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_1_1000_ALL.txt,1,2,0.42399999499320984,0.23999999463558197,0.09200000017881393,0.13600000739097595,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_21_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_21_1000_ALL.txt,0,10,0.8730000257492065,0.414000004529953,0.1080000028014183,0.20000000298023224,2,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_22_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_22_1000_ALL.txt,1,7,0.14000000059604645,0.5019999742507935,0.0860000029206276,0.19200000166893005,1,1,0,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_23_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_23_1000_ALL.txt,0,2,0.3409999907016754,0.42100000381469727,0.0860000029206276,0.13600000739097595,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_24_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_24_1000_ALL.txt,0,3,0.8109999895095825,0.6000000238418579,0.11299999803304672,0.19699999690055847,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_25_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_25_1000_ALL.txt,2,3,0.4569999873638153,0.5740000009536743,0.10199999809265137,0.18299999833106995,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_26_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_26_1000_ALL.txt,0,1,0.27300000190734863,0.5680000185966492,0.12700000405311584,0.1979999989271164,2,0,1,1,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_27_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_27_1000_ALL.txt,0,7,0.2029999941587448,0.6330000162124634,0.09399999678134918,0.16899999976158142,1,1,0,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_28_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_28_1000_ALL.txt,0,2,0.4569999873638153,0.335999995470047,0.08900000154972076,0.1589999943971634,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_28_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_28_1000_ALL.txt,1,10,0.5189999938011169,0.6859999895095825,0.14399999380111694,0.1720000058412552,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_29_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_29_1000_ALL.txt,0,3,0.8669999837875366,0.414000004529953,0.09099999815225601,0.1940000057220459,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_2_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_2_1000_ALL.txt,0,3,0.43799999356269836,0.5189999938011169,0.09799999743700027,0.15299999713897705,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_30_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_30_1000_ALL.txt,0,2,0.20999999344348907,0.6269999742507935,0.11999999731779099,0.16099999845027924,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_31_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_31_1000_ALL.txt,0,7,0.8980000019073486,0.5109999775886536,0.07999999821186066,0.125,0,1,0,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_32_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_32_1000_ALL.txt,0,3,0.5479999780654907,0.5680000185966492,0.09799999743700027,0.1860000044107437,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_33_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_33_1000_ALL.txt,0,7,0.43299999833106995,0.4230000078678131,0.08100000023841858,0.15000000596046448,0,1,0,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_34_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_34_1000_ALL.txt,0,2,0.41999998688697815,0.6520000100135803,0.09799999743700027,0.13600000739097595,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_34_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_34_1000_ALL.txt,1,3,0.722000002861023,0.42399999499320984,0.10000000149011612,0.17000000178813934,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_35_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_35_1000_ALL.txt,0,8,0.33799999952316284,0.7310000061988831,0.09200000017881393,0.16300000250339508,1,1,1,0,1,1
train,/l/users/roba.majzoub/LLD_organized/images/train/10_36_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_36_1000_ALL.txt,0,2,0.8510000109672546,0.5730000138282776,0.10199999809265137,0.14499999582767487,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_37_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_37_1000_ALL.txt,0,3,0.050999999046325684,0.6769999861717224,0.08299999684095383,0.23100000619888306,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_38_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_38_1000_ALL.txt,0,8,0.2540000081062317,0.5270000100135803,0.10499999672174454,0.16599999368190765,1,1,1,0,1,1
train,/l/users/roba.majzoub/LLD_organized/images/train/10_39_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_39_1000_ALL.txt,0,3,0.27399998903274536,0.5019999742507935,0.08900000154972076,0.17299999296665192,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_41_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_41_1000_ALL.txt,0,7,0.2280000001192093,0.5960000157356262,0.08399999886751175,0.164000004529953,0,1,0,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_42_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_42_1000_ALL.txt,0,3,0.9380000233650208,0.36399999260902405,0.11900000274181366,0.20600000023841858,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_43_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_43_1000_ALL.txt,0,3,0.4869999885559082,0.18799999356269836,0.08900000154972076,0.1860000044107437,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_43_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_43_1000_ALL.txt,1,8,0.8550000190734863,0.7599999904632568,0.10499999672174454,0.1860000044107437,1,1,1,0,1,1
train,/l/users/roba.majzoub/LLD_organized/images/train/10_44_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_44_1000_ALL.txt,0,3,0.1770000010728836,0.6819999814033508,0.08900000154972076,0.164000004529953,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_45_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_45_1000_ALL.txt,0,2,0.5419999957084656,0.574999988079071,0.09099999815225601,0.14100000262260437,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_45_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_45_1000_ALL.txt,1,2,0.781000018119812,0.5270000100135803,0.08699999749660492,0.1469999998807907,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_46_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_46_1000_ALL.txt,0,3,0.46399998664855957,0.4399999976158142,0.09399999678134918,0.16099999845027924,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_47_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_47_1000_ALL.txt,0,3,0.7519999742507935,0.414000004529953,0.08100000023841858,0.2029999941587448,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_47_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_47_1000_ALL.txt,1,8,0.8230000138282776,0.48399999737739563,0.10599999874830246,0.18400000035762787,1,1,1,0,1,1
train,/l/users/roba.majzoub/LLD_organized/images/train/10_48_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_48_1000_ALL.txt,0,2,0.0560000017285347,0.7639999985694885,0.10599999874830246,0.15000000596046448,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_48_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_48_1000_ALL.txt,1,3,0.574999988079071,0.1720000058412552,0.10000000149011612,0.15600000321865082,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_48_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_48_1000_ALL.txt,2,3,0.9340000152587891,0.2770000100135803,0.10199999809265137,0.16099999845027924,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_49_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_49_1000_ALL.txt,0,8,0.1599999964237213,0.5320000052452087,0.0949999988079071,0.1550000011920929,1,1,1,0,1,1
train,/l/users/roba.majzoub/LLD_organized/images/train/10_4_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_4_1000_ALL.txt,0,3,0.1979999989271164,0.5519999861717224,0.08900000154972076,0.1550000011920929,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_4_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_4_1000_ALL.txt,1,2,0.8840000033378601,0.2529999911785126,0.07999999821186066,0.1589999943971634,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_50_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_50_1000_ALL.txt,0,3,0.3790000081062317,0.45500001311302185,0.11699999868869781,0.18000000715255737,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_50_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_50_1000_ALL.txt,1,2,0.5550000071525574,0.527999997138977,0.10499999672174454,0.23399999737739563,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_52_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_52_1000_ALL.txt,1,2,0.2280000001192093,0.15399999916553497,0.08399999886751175,0.16099999845027924,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_52_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_52_1000_ALL.txt,2,2,0.4650000035762787,0.7879999876022339,0.08299999684095383,0.1420000046491623,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_53_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_53_1000_ALL.txt,0,3,0.5149999856948853,0.4440000057220459,0.1080000028014183,0.16599999368190765,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_54_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_54_1000_ALL.txt,0,3,0.6639999747276306,0.382999986410141,0.09399999678134918,0.1720000058412552,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_55_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_55_1000_ALL.txt,0,10,0.17599999904632568,0.20900000631809235,0.1080000028014183,0.1550000011920929,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_55_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_55_1000_ALL.txt,1,2,0.5099999904632568,0.7519999742507935,0.11100000143051147,0.15000000596046448,1,0,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_55_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_55_1000_ALL.txt,2,3,0.722000002861023,0.5260000228881836,0.10599999874830246,0.1860000044107437,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_56_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_56_1000_ALL.txt,0,10,0.35199999809265137,0.8199999928474426,0.09200000017881393,0.1589999943971634,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_56_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_56_1000_ALL.txt,1,13,0.9160000085830688,0.2840000092983246,0.10199999809265137,0.210999995470047,1,1,1,0,1,1
train,/l/users/roba.majzoub/LLD_organized/images/train/10_57_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_57_1000_ALL.txt,0,10,0.9010000228881836,0.6930000185966492,0.10199999809265137,0.16699999570846558,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_58_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_58_1000_ALL.txt,0,3,0.3499999940395355,0.46000000834465027,0.11599999666213989,0.19200000166893005,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_5_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_5_1000_ALL.txt,0,2,0.2590000033378601,0.5289999842643738,0.08900000154972076,0.12999999523162842,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_6_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_6_1000_ALL.txt,0,2,0.7570000290870667,0.49300000071525574,0.07999999821186066,0.1420000046491623,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_7_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_7_1000_ALL.txt,0,3,0.39800000190734863,0.5419999957084656,0.09799999743700027,0.17499999701976776,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_8_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_8_1000_ALL.txt,0,3,0.4090000092983246,0.5109999775886536,0.1379999965429306,0.2370000034570694,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_9_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_9_1000_ALL.txt,0,3,0.39899998903274536,0.41600000858306885,0.09200000017881393,0.1770000010728836,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/10_9_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/10_9_1000_ALL.txt,1,10,0.9010000228881836,0.6370000243186951,0.1979999989271164,0.16699999570846558,1,1,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_10_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_10_1000_ALL.txt,0,2,0.8930000066757202,0.6499999761581421,0.08299999684095383,0.16599999368190765,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_11_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_11_1000_ALL.txt,0,11,0.16599999368190765,0.5370000004768372,0.08900000154972076,0.15600000321865082,1,1,1,0,1,1
train,/l/users/roba.majzoub/LLD_organized/images/train/11_12_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_12_1000_ALL.txt,0,2,0.5649999976158142,0.703000009059906,0.08900000154972076,0.125,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_13_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_13_1000_ALL.txt,0,2,0.8619999885559082,0.6830000281333923,0.11999999731779099,0.18799999356269836,1,0,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_14_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_14_1000_ALL.txt,0,2,0.1550000011920929,0.3700000047683716,0.0729999989271164,0.11699999868869781,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_15_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_15_1000_ALL.txt,0,11,0.8040000200271606,0.5730000138282776,0.14800000190734863,0.2199999988079071,1,1,1,0,1,1
train,/l/users/roba.majzoub/LLD_organized/images/train/11_16_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_16_1000_ALL.txt,0,2,0.21899999678134918,0.5460000038146973,0.08399999886751175,0.14499999582767487,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_16_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_16_1000_ALL.txt,1,2,0.3479999899864197,0.625,0.09700000286102295,0.1469999998807907,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_17_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_17_1000_ALL.txt,0,2,0.6019999980926514,0.42899999022483826,0.08399999886751175,0.12999999523162842,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_18_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_18_1000_ALL.txt,0,2,0.34200000762939453,0.3779999911785126,0.08699999749660492,0.15000000596046448,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_18_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_18_1000_ALL.txt,1,7,0.9290000200271606,0.5649999976158142,0.07000000029802322,0.11999999731779099,0,1,0,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_19_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_19_1000_ALL.txt,0,7,0.15199999511241913,0.5299999713897705,0.08399999886751175,0.125,0,1,0,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_19_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_19_1000_ALL.txt,1,2,0.4410000145435333,0.4790000021457672,0.0860000029206276,0.13600000739097595,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_19_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_19_1000_ALL.txt,2,2,0.4869999885559082,0.5879999995231628,0.07699999958276749,0.1340000033378601,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_1_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_1_1000_ALL.txt,0,2,0.05999999865889549,0.24899999797344208,0.09799999743700027,0.16699999570846558,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_1_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_1_1000_ALL.txt,1,2,0.10199999809265137,0.1509999930858612,0.09099999815225601,0.164000004529953,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_20_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_20_1000_ALL.txt,0,2,0.11999999731779099,0.7519999742507935,0.10599999874830246,0.11699999868869781,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_20_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_20_1000_ALL.txt,1,2,0.6079999804496765,0.1420000046491623,0.07199999690055847,0.15000000596046448,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_21_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_21_1000_ALL.txt,0,2,0.3619999885559082,0.4749999940395355,0.0729999989271164,0.14100000262260437,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_22_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_22_1000_ALL.txt,0,2,0.5360000133514404,0.47699999809265137,0.07800000160932541,0.13899999856948853,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_23_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_23_1000_ALL.txt,0,2,0.21299999952316284,0.6700000166893005,0.10199999809265137,0.1809999942779541,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_24_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_24_1000_ALL.txt,0,2,0.7289999723434448,0.8519999980926514,0.08299999684095383,0.12800000607967377,0,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_24_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_24_1000_ALL.txt,1,2,0.9620000123977661,0.4189999997615814,0.07000000029802322,0.13099999725818634,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_25_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_25_1000_ALL.txt,0,3,0.7540000081062317,0.4269999861717224,0.11100000143051147,0.16899999976158142,1,1,1,0,1,1
train,/l/users/roba.majzoub/LLD_organized/images/train/11_26_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_26_1000_ALL.txt,0,2,0.11500000208616257,0.21299999952316284,0.07000000029802322,0.12700000405311584,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_26_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_26_1000_ALL.txt,1,2,0.4429999887943268,0.7300000190734863,0.07999999821186066,0.13600000739097595,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_27_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_27_1000_ALL.txt,0,2,0.12999999523162842,0.4399999976158142,0.08299999684095383,0.13899999856948853,1,0,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_28_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_28_1000_ALL.txt,0,2,0.41999998688697815,0.6050000190734863,0.08399999886751175,0.14399999380111694,1,0,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_29_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_29_1000_ALL.txt,0,2,0.1679999977350235,0.8349999785423279,0.10499999672174454,0.1420000046491623,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_29_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_29_1000_ALL.txt,1,2,0.5619999766349792,0.13699999451637268,0.0949999988079071,0.14499999582767487,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_2_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_2_1000_ALL.txt,0,2,0.8920000195503235,0.4230000078678131,0.09099999815225601,0.15800000727176666,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_30_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_30_1000_ALL.txt,0,2,0.2980000078678131,0.49300000071525574,0.07699999958276749,0.11999999731779099,1,0,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_31_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_31_1000_ALL.txt,0,2,0.49300000071525574,0.5490000247955322,0.09200000017881393,0.14800000190734863,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_32_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_32_1000_ALL.txt,0,2,0.5849999785423279,0.28700000047683716,0.07699999958276749,0.1340000033378601,1,0,1,0,0,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_33_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_33_1000_ALL.txt,0,2,0.5,0.6890000104904175,0.08100000023841858,0.16300000250339508,1,0,1,0,1,0
train,/l/users/roba.majzoub/LLD_organized/images/train/11_35_1000_ALL.png,/l/users/roba.majzoub/LLD_organized/attributes/train/11_35_1000_ALL.txt,0,2,0.550000011920929,0.4480000138282776,0.11900000274181366,0.16599999368190765,1,0,1,0,1,0
